source,target,value,sourcecont,targetcont
Brazil,Mauritius,29288.0,SA,AF
Chile,Mauritius,457.0,SA,AF
Chile,Mauritius,371.0,SA,AF
Colombia,Mauritius,111.0,SA,AF
Colombia,Mauritius,121.0,SA,AF
Ecuador,Mauritius,31.0,SA,AF
Paraguay,Mauritius,88.0,SA,AF
Paraguay,Mauritius,2854.0,SA,AF
Peru,Mauritius,37.0,SA,AF
Peru,Mauritius,1.0,SA,AF
Uruguay,Mauritius,155.0,SA,AF
Uruguay,Mauritius,27.0,SA,AF
Argentina,Mexico,152462.0,SA,
Argentina,Mexico,127783.0,SA,
Brazil,Mexico,294065.0,SA,
Brazil,Mexico,267378.0,SA,
Chile,Mexico,410723.0,SA,
Chile,Mexico,385315.0,SA,
Colombia,Mexico,97653.0,SA,
Colombia,Mexico,86175.0,SA,
Ecuador,Mexico,117047.0,SA,
Ecuador,Mexico,107334.0,SA,
Paraguay,Mexico,119063.0,SA,
Paraguay,Mexico,99744.0,SA,
Peru,Mexico,80691.0,SA,
Peru,Mexico,86681.0,SA,
Uruguay,Mexico,120314.0,SA,
Uruguay,Mexico,68328.0,SA,
Guyana,Mexico,6718.0,SA,
Guyana,Mexico,5931.0,SA,
Argentina,Mongolia,1135.0,SA,AS
Argentina,Mongolia,714.0,SA,AS
Brazil,Mongolia,3225.0,SA,AS
Brazil,Mongolia,1579.0,SA,AS
Chile,Mongolia,635.0,SA,AS
Chile,Mongolia,137.0,SA,AS
Colombia,Mongolia,30.0,SA,AS
Ecuador,Mongolia,507.0,SA,AS
Ecuador,Mongolia,48.0,SA,AS
Peru,Mongolia,33.0,SA,AS
Uruguay,Mongolia,2.0,SA,AS
Uruguay,Mongolia,1.0,SA,AS
Argentina,Montenegro,1232.0,SA,EU
Argentina,Montenegro,889.0,SA,EU
Brazil,Montenegro,12584.0,SA,EU
Brazil,Montenegro,16711.0,SA,EU
Chile,Montenegro,134.0,SA,EU
Colombia,Montenegro,744.0,SA,EU
Colombia,Montenegro,45.0,SA,EU
Ecuador,Montenegro,5220.0,SA,EU
Ecuador,Montenegro,10194.0,SA,EU
Paraguay,Montenegro,146.0,SA,EU
Paraguay,Montenegro,257.0,SA,EU
Peru,Montenegro,92.0,SA,EU
Argentina,Morocco,428576.0,SA,AF
Argentina,Morocco,361190.0,SA,AF
Brazil,Morocco,529566.0,SA,AF
Brazil,Morocco,399849.0,SA,AF
Chile,Morocco,3919.0,SA,AF
Chile,Morocco,3044.0,SA,AF
Colombia,Morocco,2634.0,SA,AF
Colombia,Morocco,1531.0,SA,AF
Ecuador,Morocco,6022.0,SA,AF
Ecuador,Morocco,4307.0,SA,AF
Paraguay,Morocco,10901.0,SA,AF
Paraguay,Morocco,4536.0,SA,AF
Peru,Morocco,3482.0,SA,AF
Peru,Morocco,556.0,SA,AF
Uruguay,Morocco,11037.0,SA,AF
Uruguay,Morocco,5015.0,SA,AF
Guyana,Morocco,1.0,SA,AF
Argentina,Namibia,6156.0,SA,AF
Argentina,Namibia,6333.0,SA,AF
Brazil,Namibia,1808.0,SA,AF
Brazil,Namibia,1939.0,SA,AF
Ecuador,Namibia,1.0,SA,AF
Argentina,Nepal,5988.0,SA,AS
Brazil,Nepal,697.0,SA,AS
Chile,Nepal,208.0,SA,AS
Paraguay,Nepal,5801.0,SA,AS
Uruguay,Nepal,394.0,SA,AS
Guyana,Nepal,4.0,SA,AS
Argentina,Netherlands,1307122.0,SA,EU
Argentina,Netherlands,949145.0,SA,EU
Brazil,Netherlands,3557025.0,SA,EU
Brazil,Netherlands,3607011.0,SA,EU
Chile,Netherlands,788763.0,SA,EU
Chile,Netherlands,578178.0,SA,EU
Colombia,Netherlands,457347.0,SA,EU
Colombia,Netherlands,347084.0,SA,EU
Ecuador,Netherlands,425142.0,SA,EU
Ecuador,Netherlands,314418.0,SA,EU
Paraguay,Netherlands,45965.0,SA,EU
Paraguay,Netherlands,74605.0,SA,EU
Peru,Netherlands,745030.0,SA,EU
Peru,Netherlands,636013.0,SA,EU
Uruguay,Netherlands,397864.0,SA,EU
Uruguay,Netherlands,226688.0,SA,EU
Guyana,Netherlands,13373.0,SA,EU
Guyana,Netherlands,9616.0,SA,EU
Suriname,Netherlands,6973.0,SA,EU
Suriname,Netherlands,551.0,SA,EU
Falkland Islands (Malvinas),Netherlands,188.0,SA,EU
Argentina,New Zealand,108363.0,SA,OC
Argentina,New Zealand,79359.0,SA,OC
Brazil,New Zealand,88587.0,SA,OC
Brazil,New Zealand,66152.0,SA,OC
Chile,New Zealand,24157.0,SA,OC
Chile,New Zealand,27427.0,SA,OC
Colombia,New Zealand,11934.0,SA,OC
Colombia,New Zealand,11366.0,SA,OC
Ecuador,New Zealand,56549.0,SA,OC
Ecuador,New Zealand,33198.0,SA,OC
Paraguay,New Zealand,211.0,SA,OC
Paraguay,New Zealand,272.0,SA,OC
Peru,New Zealand,8435.0,SA,OC
Peru,New Zealand,6583.0,SA,OC
Uruguay,New Zealand,4780.0,SA,OC
Uruguay,New Zealand,2824.0,SA,OC
Guyana,New Zealand,63.0,SA,OC
Argentina,Niger,4369.0,SA,AF
Argentina,Niger,4861.0,SA,AF
Brazil,Niger,15442.0,SA,AF
Brazil,Niger,285.0,SA,AF
Chile,Niger,2.0,SA,AF
Chile,Niger,36.0,SA,AF
Colombia,Niger,137.0,SA,AF
Peru,Niger,191.0,SA,AF
Guyana,Niger,7.0,SA,AF
Argentina,Nigeria,29637.0,SA,AF
Brazil,Nigeria,303.0,SA,AF
Brazil,Nigeria,588171.0,SA,AF
Chile,Nigeria,1185.0,SA,AF
Colombia,Nigeria,2065.0,SA,AF
Ecuador,Nigeria,128.0,SA,AF
Peru,Nigeria,949.0,SA,AF
Uruguay,Nigeria,2199.0,SA,AF
Argentina,Norway,20452.0,SA,EU
Argentina,Norway,6830.0,SA,EU
Brazil,Norway,471597.0,SA,EU
Brazil,Norway,148046.0,SA,EU
Chile,Norway,60463.0,SA,EU
Chile,Norway,22952.0,SA,EU
Colombia,Norway,45997.0,SA,EU
Colombia,Norway,36871.0,SA,EU
Ecuador,Norway,28475.0,SA,EU
Ecuador,Norway,10998.0,SA,EU
Paraguay,Norway,395.0,SA,EU
Peru,Norway,48293.0,SA,EU
Peru,Norway,3610.0,SA,EU
Uruguay,Norway,14741.0,SA,EU
Uruguay,Norway,10946.0,SA,EU
Guyana,Norway,8.0,SA,EU
Guyana,Norway,59.0,SA,EU
Suriname,Norway,4.0,SA,EU
Argentina,Oman,44627.0,SA,AS
Argentina,Oman,39298.0,SA,AS
Brazil,Oman,36110.0,SA,AS
Brazil,Oman,149223.0,SA,AS
Chile,Oman,598.0,SA,AS
Chile,Oman,1872.0,SA,AS
Colombia,Oman,77.0,SA,AS
Colombia,Oman,90.0,SA,AS
Ecuador,Oman,19.0,SA,AS
Ecuador,Oman,192.0,SA,AS
Paraguay,Oman,406.0,SA,AS
Paraguay,Oman,8707.0,SA,AS
Peru,Oman,58.0,SA,AS
Peru,Oman,1056.0,SA,AS
Uruguay,Oman,3.0,SA,AS
Uruguay,Oman,790.0,SA,AS
Suriname,Oman,80.0,SA,AS
Argentina,Pakistan,290019.0,SA,AS
Argentina,Pakistan,232697.0,SA,AS
Brazil,Pakistan,336474.0,SA,AS
Brazil,Pakistan,324241.0,SA,AS
Chile,Pakistan,266.0,SA,AS
Chile,Pakistan,250.0,SA,AS
Colombia,Pakistan,145.0,SA,AS
Colombia,Pakistan,31.0,SA,AS
Ecuador,Pakistan,88.0,SA,AS
Paraguay,Pakistan,6466.0,SA,AS
Paraguay,Pakistan,7303.0,SA,AS
Peru,Pakistan,59.0,SA,AS
Peru,Pakistan,685.0,SA,AS
Uruguay,Pakistan,636.0,SA,AS
Uruguay,Pakistan,347.0,SA,AS
Guyana,Pakistan,48.0,SA,AS
Suriname,Pakistan,32.0,SA,AS
Brazil,Papua New Guinea,46.0,SA,OC
Chile,Papua New Guinea,66.0,SA,OC
Argentina,Paraguay,258360.0,SA,SA
Argentina,Paraguay,231236.0,SA,SA
Brazil,Paraguay,393813.0,SA,SA
Brazil,Paraguay,366803.0,SA,SA
Chile,Paraguay,62810.0,SA,SA
Chile,Paraguay,56618.0,SA,SA
Colombia,Paraguay,1553.0,SA,SA
Colombia,Paraguay,1121.0,SA,SA
Ecuador,Paraguay,1706.0,SA,SA
Ecuador,Paraguay,1162.0,SA,SA
Peru,Paraguay,1187.0,SA,SA
Peru,Paraguay,936.0,SA,SA
Uruguay,Paraguay,33967.0,SA,SA
Uruguay,Paraguay,46580.0,SA,SA
Argentina,Peru,426457.0,SA,SA
Argentina,Peru,391909.0,SA,SA
Brazil,Peru,180240.0,SA,SA
Brazil,Peru,159400.0,SA,SA
Chile,Peru,286886.0,SA,SA
Chile,Peru,316992.0,SA,SA
Colombia,Peru,156432.0,SA,SA
Colombia,Peru,143010.0,SA,SA
Ecuador,Peru,37034.0,SA,SA
Ecuador,Peru,58855.0,SA,SA
Paraguay,Peru,107963.0,SA,SA
Paraguay,Peru,90312.0,SA,SA
Uruguay,Peru,125530.0,SA,SA
Uruguay,Peru,115976.0,SA,SA
Guyana,Peru,3.0,SA,SA
Argentina,Philippines,309110.0,SA,AS
Argentina,Philippines,347953.0,SA,AS
Brazil,Philippines,203346.0,SA,AS
Brazil,Philippines,152221.0,SA,AS
Chile,Philippines,9117.0,SA,AS
Chile,Philippines,10565.0,SA,AS
Colombia,Philippines,244.0,SA,AS
Ecuador,Philippines,5887.0,SA,AS
Ecuador,Philippines,2581.0,SA,AS
Paraguay,Philippines,7403.0,SA,AS
Paraguay,Philippines,191.0,SA,AS
Peru,Philippines,173.0,SA,AS
Peru,Philippines,97.0,SA,AS
Uruguay,Philippines,9122.0,SA,AS
Uruguay,Philippines,6813.0,SA,AS
Guyana,Philippines,312.0,SA,AS
Guyana,Philippines,670.0,SA,AS
Argentina,Poland,601512.0,SA,EU
Argentina,Poland,579976.0,SA,EU
Brazil,Poland,123762.0,SA,EU
Brazil,Poland,85979.0,SA,EU
Chile,Poland,35562.0,SA,EU
Chile,Poland,35443.0,SA,EU
Colombia,Poland,17593.0,SA,EU
Colombia,Poland,20539.0,SA,EU
Ecuador,Poland,95030.0,SA,EU
Ecuador,Poland,25857.0,SA,EU
Paraguay,Poland,180620.0,SA,EU
Paraguay,Poland,151494.0,SA,EU
Peru,Poland,5344.0,SA,EU
Peru,Poland,4568.0,SA,EU
Uruguay,Poland,174.0,SA,EU
Uruguay,Poland,412.0,SA,EU
Guyana,Poland,108.0,SA,EU
Guyana,Poland,265.0,SA,EU
Suriname,Poland,5.0,SA,EU
Argentina,Portugal,93067.0,SA,EU
Argentina,Portugal,93589.0,SA,EU
Brazil,Portugal,250677.0,SA,EU
Brazil,Portugal,194982.0,SA,EU
Chile,Portugal,36499.0,SA,EU
Chile,Portugal,21935.0,SA,EU
Colombia,Portugal,16707.0,SA,EU
Colombia,Portugal,7558.0,SA,EU
Ecuador,Portugal,4228.0,SA,EU
Ecuador,Portugal,7200.0,SA,EU
Paraguay,Portugal,97012.0,SA,EU
Paraguay,Portugal,69542.0,SA,EU
Peru,Portugal,5549.0,SA,EU
Peru,Portugal,3418.0,SA,EU
Uruguay,Portugal,9480.0,SA,EU
Uruguay,Portugal,8261.0,SA,EU
Guyana,Portugal,51671.0,SA,EU
Guyana,Portugal,21708.0,SA,EU
Suriname,Portugal,3817.0,SA,EU
Suriname,Portugal,3408.0,SA,EU
Argentina,Qatar,12157.0,SA,AS
Argentina,Qatar,7349.0,SA,AS
Brazil,Qatar,157306.0,SA,AS
Brazil,Qatar,117790.0,SA,AS
Chile,Qatar,7401.0,SA,AS
Chile,Qatar,4872.0,SA,AS
Colombia,Qatar,1375.0,SA,AS
Colombia,Qatar,376.0,SA,AS
Ecuador,Qatar,7479.0,SA,AS
Ecuador,Qatar,6250.0,SA,AS
Paraguay,Qatar,1717.0,SA,AS
Peru,Qatar,1681.0,SA,AS
Peru,Qatar,228.0,SA,AS
Uruguay,Qatar,1533.0,SA,AS
Uruguay,Qatar,1105.0,SA,AS
Argentina,Romania,57788.0,SA,EU
Argentina,Romania,54564.0,SA,EU
Brazil,Romania,189242.0,SA,EU
Brazil,Romania,141595.0,SA,EU
Chile,Romania,580.0,SA,EU
Chile,Romania,500.0,SA,EU
Colombia,Romania,8396.0,SA,EU
Colombia,Romania,7779.0,SA,EU
Ecuador,Romania,1146.0,SA,EU
Ecuador,Romania,3984.0,SA,EU
Paraguay,Romania,160.0,SA,EU
Paraguay,Romania,266.0,SA,EU
Peru,Romania,357.0,SA,EU
Peru,Romania,444.0,SA,EU
Uruguay,Romania,126.0,SA,EU
Uruguay,Romania,124.0,SA,EU
Argentina,Russian Federation,578703.0,SA,EU
Argentina,Russian Federation,400888.0,SA,EU
Brazil,Russian Federation,2185924.0,SA,EU
Brazil,Russian Federation,2058821.0,SA,EU
Chile,Russian Federation,199438.0,SA,EU
Chile,Russian Federation,158926.0,SA,EU
Colombia,Russian Federation,90966.0,SA,EU
Colombia,Russian Federation,67853.0,SA,EU
Ecuador,Russian Federation,1176288.0,SA,EU
Ecuador,Russian Federation,732445.0,SA,EU
Paraguay,Russian Federation,696839.0,SA,EU
Paraguay,Russian Federation,655203.0,SA,EU
Peru,Russian Federation,54467.0,SA,EU
Peru,Russian Federation,29896.0,SA,EU
Uruguay,Russian Federation,102733.0,SA,EU
Uruguay,Russian Federation,94048.0,SA,EU
Guyana,Russian Federation,419.0,SA,EU
Guyana,Russian Federation,1.0,SA,EU
Suriname,Russian Federation,86.0,SA,EU
Argentina,Rwanda,1478.0,SA,AF
Brazil,Rwanda,178.0,SA,AF
Argentina,Saint Lucia,775.0,SA,
Argentina,Saint Lucia,705.0,SA,
Brazil,Saint Lucia,272.0,SA,
Brazil,Saint Lucia,384.0,SA,
Chile,Saint Lucia,326.0,SA,
Chile,Saint Lucia,709.0,SA,
Colombia,Saint Lucia,336.0,SA,
Colombia,Saint Lucia,340.0,SA,
Peru,Saint Lucia,2369.0,SA,
Peru,Saint Lucia,1935.0,SA,
Uruguay,Saint Lucia,91.0,SA,
Guyana,Saint Lucia,3351.0,SA,
Guyana,Saint Lucia,6293.0,SA,
Brazil,Sao Tome and Principe,591.0,SA,AF
Brazil,Sao Tome and Principe,817.0,SA,AF
Argentina,Saudi Arabia,614769.0,SA,AS
Brazil,Saudi Arabia,3536.0,SA,AS
Brazil,Saudi Arabia,2075053.0,SA,AS
Chile,Saudi Arabia,73045.0,SA,AS
Colombia,Saudi Arabia,4074.0,SA,AS
Ecuador,Saudi Arabia,75931.0,SA,AS
Paraguay,Saudi Arabia,48.0,SA,AS
Peru,Saudi Arabia,4720.0,SA,AS
Uruguay,Saudi Arabia,6681.0,SA,AS
Guyana,Saudi Arabia,29.0,SA,AS
Argentina,Senegal,46151.0,SA,AF
Argentina,Senegal,48940.0,SA,AF
Brazil,Senegal,86008.0,SA,AF
Brazil,Senegal,70197.0,SA,AF
Chile,Senegal,110.0,SA,AF
Chile,Senegal,64.0,SA,AF
Colombia,Senegal,36.0,SA,AF
Colombia,Senegal,88.0,SA,AF
Ecuador,Senegal,40.0,SA,AF
Ecuador,Senegal,339.0,SA,AF
Paraguay,Senegal,3211.0,SA,AF
Paraguay,Senegal,214.0,SA,AF
Peru,Senegal,453.0,SA,AF
Uruguay,Senegal,4000.0,SA,AF
Uruguay,Senegal,3627.0,SA,AF
Argentina,Serbia,9270.0,SA,EU
Argentina,Serbia,11453.0,SA,EU
Brazil,Serbia,50151.0,SA,EU
Brazil,Serbia,34502.0,SA,EU
Chile,Serbia,568.0,SA,EU
Chile,Serbia,65.0,SA,EU
Colombia,Serbia,11482.0,SA,EU
Colombia,Serbia,72.0,SA,EU
Ecuador,Serbia,23960.0,SA,EU
Ecuador,Serbia,695.0,SA,EU
Paraguay,Serbia,3537.0,SA,EU
Peru,Serbia,755.0,SA,EU
Peru,Serbia,2.0,SA,EU
Uruguay,Serbia,10.0,SA,EU
Uruguay,Serbia,50.0,SA,EU
Guyana,Serbia,1.0,SA,EU
Suriname,Serbia,36.0,SA,EU
Suriname,Serbia,32.0,SA,EU
Argentina,Seychelles,191.0,SA,AF
Argentina,Seychelles,346.0,SA,AF
Brazil,Seychelles,3923.0,SA,AF
Brazil,Seychelles,4066.0,SA,AF
Chile,Seychelles,588.0,SA,AF
Chile,Seychelles,153.0,SA,AF
Colombia,Seychelles,10.0,SA,AF
Ecuador,Seychelles,15.0,SA,AF
Paraguay,Seychelles,71.0,SA,AF
Paraguay,Seychelles,57.0,SA,AF
Peru,Seychelles,1.0,SA,AF
Uruguay,Seychelles,18.0,SA,AF
Guyana,Seychelles,1.0,SA,AF
Suriname,Seychelles,14.0,SA,AF
Argentina,Sierra Leone,1011.0,SA,AF
Brazil,Sierra Leone,6672.0,SA,AF
Brazil,Sierra Leone,21251.0,SA,AF
Chile,Sierra Leone,255.0,SA,AF
Colombia,Sierra Leone,453.0,SA,AF
Paraguay,Sierra Leone,2489.0,SA,AF
Paraguay,Sierra Leone,2283.0,SA,AF
Peru,Sierra Leone,742.0,SA,AF
Uruguay,Sierra Leone,15902.0,SA,AF
Uruguay,Sierra Leone,14198.0,SA,AF
Argentina,Singapore,27271.0,SA,AS
Argentina,Singapore,17298.0,SA,AS
Brazil,Singapore,417707.0,SA,AS
Brazil,Singapore,396946.0,SA,AS
Chile,Singapore,11642.0,SA,AS
Chile,Singapore,15353.0,SA,AS
Colombia,Singapore,2801.0,SA,AS
Colombia,Singapore,2282.0,SA,AS
Ecuador,Singapore,6399.0,SA,AS
Ecuador,Singapore,4395.0,SA,AS
Paraguay,Singapore,1774.0,SA,AS
Paraguay,Singapore,1894.0,SA,AS
Peru,Singapore,4729.0,SA,AS
Peru,Singapore,4215.0,SA,AS
Uruguay,Singapore,5207.0,SA,AS
Uruguay,Singapore,4649.0,SA,AS
Guyana,Singapore,426.0,SA,AS
Guyana,Singapore,265.0,SA,AS
Suriname,Singapore,82.0,SA,AS
Argentina,Slovakia,2851.0,SA,EU
Argentina,Slovakia,617.0,SA,EU
Brazil,Slovakia,464.0,SA,EU
Brazil,Slovakia,822.0,SA,EU
Chile,Slovakia,383.0,SA,EU
Chile,Slovakia,1417.0,SA,EU
Colombia,Slovakia,11.0,SA,EU
Colombia,Slovakia,632.0,SA,EU
Ecuador,Slovakia,630.0,SA,EU
Ecuador,Slovakia,254.0,SA,EU
Paraguay,Slovakia,85.0,SA,EU
Peru,Slovakia,60.0,SA,EU
Peru,Slovakia,2.0,SA,EU
Uruguay,Slovakia,61.0,SA,EU
Argentina,Slovenia,43070.0,SA,EU
Argentina,Slovenia,1446.0,SA,EU
Brazil,Slovenia,291642.0,SA,EU
Brazil,Slovenia,386661.0,SA,EU
Chile,Slovenia,1468.0,SA,EU
Chile,Slovenia,1516.0,SA,EU
Colombia,Slovenia,12151.0,SA,EU
Colombia,Slovenia,8724.0,SA,EU
Ecuador,Slovenia,23962.0,SA,EU
Ecuador,Slovenia,24773.0,SA,EU
Paraguay,Slovenia,1.0,SA,EU
Peru,Slovenia,308.0,SA,EU
Peru,Slovenia,336.0,SA,EU
Uruguay,Slovenia,243.0,SA,EU
Uruguay,Slovenia,124.0,SA,EU
Suriname,Slovenia,183.0,SA,EU
Suriname,Slovenia,163.0,SA,EU
Argentina,South Africa,709851.0,SA,AF
Argentina,South Africa,656433.0,SA,AF
Brazil,South Africa,315041.0,SA,AF
Brazil,South Africa,355490.0,SA,AF
Chile,South Africa,3472.0,SA,AF
Chile,South Africa,2379.0,SA,AF
Colombia,South Africa,6606.0,SA,AF
Colombia,South Africa,4610.0,SA,AF
Ecuador,South Africa,2014.0,SA,AF
Ecuador,South Africa,1805.0,SA,AF
Paraguay,South Africa,111024.0,SA,AF
Paraguay,South Africa,99907.0,SA,AF
Peru,South Africa,1504.0,SA,AF
Peru,South Africa,769.0,SA,AF
Uruguay,South Africa,26407.0,SA,AF
Uruguay,South Africa,11090.0,SA,AF
Guyana,South Africa,22.0,SA,AF
Suriname,South Africa,54.0,SA,AF
Argentina,Spain,974464.0,SA,EU
Argentina,Spain,836202.0,SA,EU
Brazil,Spain,1317158.0,SA,EU
Brazil,Spain,1183802.0,SA,EU
Chile,Spain,146358.0,SA,EU
Chile,Spain,130417.0,SA,EU
Colombia,Spain,200496.0,SA,EU
Colombia,Spain,151543.0,SA,EU
Ecuador,Spain,87410.0,SA,EU
Ecuador,Spain,67569.0,SA,EU
Paraguay,Spain,159646.0,SA,EU
Paraguay,Spain,174291.0,SA,EU
Peru,Spain,369753.0,SA,EU
Peru,Spain,328714.0,SA,EU
Uruguay,Spain,57590.0,SA,EU
Uruguay,Spain,57626.0,SA,EU
Guyana,Spain,5636.0,SA,EU
Guyana,Spain,21440.0,SA,EU
